Timestamp,Message
2025-07-04 19:50:26,"127.0.0.1 - - [04/Jul/2025 19:50:26] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:26,"127.0.0.1 - - [04/Jul/2025 19:50:26] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:27,"127.0.0.1 - - [04/Jul/2025 19:50:27] ""GET /graph?ts=1751638826812 HTTP/1.1"" 200 -
"
2025-07-04 19:50:31,"127.0.0.1 - - [04/Jul/2025 19:50:31] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:31,"127.0.0.1 - - [04/Jul/2025 19:50:31] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:32,"127.0.0.1 - - [04/Jul/2025 19:50:32] ""GET /graph?ts=1751638831807 HTTP/1.1"" 200 -
"
2025-07-04 19:50:36,"127.0.0.1 - - [04/Jul/2025 19:50:36] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:36,"127.0.0.1 - - [04/Jul/2025 19:50:36] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:37,"127.0.0.1 - - [04/Jul/2025 19:50:37] ""GET /graph?ts=1751638836810 HTTP/1.1"" 200 -
"
2025-07-04 19:50:40,"[ALERT] 13.107.5.93 | Packets: 101
"
2025-07-04 19:50:40,"[ALERT] 13.107.5.93 | Packets: 101
"
2025-07-04 19:50:41,"127.0.0.1 - - [04/Jul/2025 19:50:41] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:41,"127.0.0.1 - - [04/Jul/2025 19:50:41] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:42,"127.0.0.1 - - [04/Jul/2025 19:50:42] ""GET /graph?ts=1751638841811 HTTP/1.1"" 200 -
"
2025-07-04 19:50:46,"127.0.0.1 - - [04/Jul/2025 19:50:46] ""GET /live_ips HTTP/1.1"" 200 -
"
2025-07-04 19:50:46,"127.0.0.1 - - [04/Jul/2025 19:50:46] ""[35m[1mGET /blocked_ips HTTP/1.1[0m"" 500 -
"
2025-07-04 19:50:47,"127.0.0.1 - - [04/Jul/2025 19:50:47] ""GET /graph?ts=1751638846804 HTTP/1.1"" 200 -
"
